Date,Nilai
2020-11-06 09:55:00.145049,1.18221
2020-11-06 09:55:30.202048,1.18231
2020-11-06 09:56:00.266391,1.18242
2020-11-06 09:56:30.328391,1.18261
2020-11-06 09:57:00.385583,1.18262
2020-11-06 09:57:30.445723,1.18248
2020-11-06 09:58:00.512975,1.18236
2020-11-06 09:58:30.571660,1.1825299999999999
2020-11-06 09:59:00.633797,1.1826
2020-11-06 09:59:30.697401,1.18246
