Date,Nilai
2020-11-06 11:15:00.794975,1.18222
2020-11-06 11:15:30.863050,1.1822
2020-11-06 11:16:00.926192,1.18215
2020-11-06 11:16:30.989610,1.18215
2020-11-06 11:17:00.053528,1.18218
2020-11-06 11:17:30.117009,1.1823
2020-11-06 11:18:00.180655,1.18238
2020-11-06 11:18:30.246628,1.18235
2020-11-06 11:19:00.312467,1.18235
2020-11-06 11:19:30.376604,1.1823299999999999
