Date,Nilai
2020-11-06 10:05:00.524657,1.18218
2020-11-06 10:05:30.579630,1.18219
2020-11-06 10:06:00.635383,1.18221
2020-11-06 10:06:30.701137,1.18218
2020-11-06 10:07:00.759888,1.18224
2020-11-06 10:07:30.816640,1.18225
2020-11-06 10:08:00.872161,1.18219
2020-11-06 10:08:30.928616,1.18216
2020-11-06 10:09:00.996596,1.18222
2020-11-06 10:09:30.056124,1.18231
