Date,Nilai
2020-11-06 11:35:00.730731,1.1825
2020-11-06 11:35:30.800844,1.18262
2020-11-06 11:36:00.865188,1.18266
2020-11-06 11:36:30.931377,1.18252
2020-11-06 11:37:00.991728,1.18235
2020-11-06 11:37:30.054240,1.18241
2020-11-06 11:38:00.121763,1.18241
2020-11-06 11:38:30.182419,1.18239
2020-11-06 11:39:00.240231,1.18235
2020-11-06 11:39:30.298983,1.1824299999999999
