Date,Nilai
2020-11-06 10:00:00.843322,1.1824
2020-11-06 10:00:30.905661,1.18216
2020-11-06 10:01:00.966495,1.18228
2020-11-06 10:01:31.028657,1.18232
2020-11-06 10:02:00.098620,1.1824
2020-11-06 10:02:30.159148,1.18238
2020-11-06 10:03:00.217069,1.18235
2020-11-06 10:03:30.274555,1.18223
2020-11-06 10:04:00.335165,1.18226
2020-11-06 10:04:30.390707,1.18219
