Date,Nilai
2020-11-06 10:40:00.640467,1.18251
2020-11-06 10:40:30.705287,1.18245
2020-11-06 10:41:00.772961,1.18256
2020-11-06 10:41:30.837384,1.18247
2020-11-06 10:42:00.901489,1.18249
2020-11-06 10:42:30.975924,1.18261
2020-11-06 10:43:01.039289,1.18267
2020-11-06 10:43:30.109661,1.18256
2020-11-06 10:44:00.175696,1.18261
2020-11-06 10:44:30.241269,1.18249
