Date,Nilai
2020-11-06 09:40:01.072515,1.1822
2020-11-06 09:40:30.131433,1.1822700000000002
2020-11-06 09:41:00.192458,1.18223
2020-11-06 09:41:30.248454,1.18225
2020-11-06 09:42:00.306133,1.18225
2020-11-06 09:42:30.366851,1.1822
2020-11-06 09:43:00.429719,1.18222
2020-11-06 09:43:30.489876,1.18222
2020-11-06 09:44:00.550823,1.18222
2020-11-06 09:44:30.622365,1.18222
