Date,Nilai
2020-11-06 12:38:30.482749,1.18175
2020-11-06 12:39:00.543502,1.18175
2020-11-06 12:39:30.605255,1.18172
2020-11-06 12:40:00.664652,1.18165
2020-11-06 12:40:30.720403,1.18166
2020-11-06 12:41:00.779156,1.1817600000000001
2020-11-06 12:41:30.834907,1.18177
2020-11-06 12:42:00.889658,1.18181
2020-11-06 12:42:30.947410,1.18185
2020-11-06 12:43:01.005161,1.18185
